2019-07-25 18:12:12, 67
2019-07-25 18:12:58, 67
2019-07-25 18:28:07, 66
2019-07-25 18:43:15, 66
2019-07-25 18:58:23, 66
2019-07-25 19:13:32, 66
2019-07-25 19:28:40, 66
2019-07-25 19:43:49, 66
2019-07-25 19:58:59, 66
2019-07-25 20:14:08, 66
2019-07-25 20:29:18, 66
2019-07-25 20:44:27, 66
2019-07-25 20:59:37, 66
2019-07-25 21:14:47, 66
2019-07-25 21:29:56, 66
2019-07-25 21:45:05, 65
2019-07-26 02:00:48, 64
2019-07-26 02:15:56, 64
2019-07-26 02:31:02, 64
2019-07-26 02:46:09, 64
2019-07-26 03:01:16, 64
2019-07-26 03:16:23, 64
2019-07-26 03:31:31, 64
2019-07-26 03:46:38, 64
2019-07-26 04:01:45, 64
2019-07-26 04:16:53, 64
2019-07-26 04:32:00, 64
2019-07-26 04:47:08, 63
2019-07-26 05:02:15, 63
2019-07-26 05:17:23, 63
2019-07-26 05:32:31, 63
2019-07-26 05:47:38, 63
2019-07-26 06:02:46, 63
2019-07-26 06:17:57, 63
2019-07-26 06:33:05, 63
2019-07-26 06:48:13, 63
2019-07-26 07:03:22, 63
2019-07-26 07:18:30, 63
2019-07-26 07:33:38, 63
2019-07-26 07:48:47, 63
2019-07-26 08:03:59, 63
2019-07-26 08:19:07, 62
2019-07-26 08:34:16, 62
2019-07-26 08:49:24, 62
2019-07-26 09:04:33, 62
2019-07-26 09:19:42, 62
2019-07-26 09:34:51, 62
2019-07-26 09:50:00, 62
2019-07-26 10:05:10, 62
2019-07-26 10:20:19, 62
2019-07-26 10:35:28, 62
2019-07-26 10:50:36, 62
2019-07-26 11:05:45, 62
2019-07-26 11:20:55, 62
2019-07-26 11:36:04, 62
2019-07-26 11:51:13, 62
2019-07-26 12:06:22, 62
2019-07-26 12:23:17, 61
2019-07-26 12:38:26, 61
2019-07-26 12:53:36, 61
2019-07-26 13:08:45, 61
2019-07-26 13:23:57, 61
2019-07-26 13:39:07, 61
2019-07-26 13:54:16, 61
2019-07-26 14:09:27, 61
2019-07-26 14:24:38, 61
